key,0,1
25,"TEXT_FESXMS503_03724_TODO_01","아므 가란지에게 보고"
26,"TEXT_FESXMS503_03724_TODO_02",""
27,"TEXT_FESXMS503_03724_TODO_03",""
28,"TEXT_FESXMS503_03724_TODO_04",""
29,"TEXT_FESXMS503_03724_TODO_05",""
30,"TEXT_FESXMS503_03724_TODO_06",""
31,"TEXT_FESXMS503_03724_TODO_07",""
32,"TEXT_FESXMS503_03724_TODO_08",""
33,"TEXT_FESXMS503_03724_TODO_09",""
34,"TEXT_FESXMS503_03724_TODO_10",""
35,"TEXT_FESXMS503_03724_TODO_11",""
36,"TEXT_FESXMS503_03724_TODO_12",""
37,"TEXT_FESXMS503_03724_TODO_13",""
38,"TEXT_FESXMS503_03724_TODO_14",""
39,"TEXT_FESXMS503_03724_TODO_15",""
40,"TEXT_FESXMS503_03724_TODO_16",""
41,"TEXT_FESXMS503_03724_TODO_17",""
42,"TEXT_FESXMS503_03724_TODO_18",""
43,"TEXT_FESXMS503_03724_TODO_19",""
44,"TEXT_FESXMS503_03724_TODO_20",""
45,"TEXT_FESXMS503_03724_TODO_21",""
46,"TEXT_FESXMS503_03724_TODO_22",""
47,"TEXT_FESXMS503_03724_TODO_23",""
48,"TEXT_FESXMS503_03724_AMHGARANJY_000_000","모험가님! 음악회를 또 개최하시겠어요?
저를 비롯해 지난 성가대 멤버들도 대기 중이라
어떤 악곡이라 하더라도 앙코르 요청에 부응할 수 있어요!"
49,"TEXT_FESXMS503_03724_AMHGARANJY_000_001","그럼, 모험가님의 준비가 완료되면
차분한 별빛축제 실행위원과
열혈 별빛축제 실행위원 중 원하는 분께 말을 걸어주세요."
50,"TEXT_FESXMS503_03724_SYSTEM_000_002","음악회는 별빛축제 실행위원에 따라
난이도와 보상이 달라집니다.
자신에게 맞는 난이도를 선택하세요!"
51,"TEXT_FESXMS503_03724_AMHGARANJY_000_003","그럼, 모험가님의 준비가 완료되면
차분한 별빛축제 실행위원과
열혈 별빛축제 실행위원 중 원하는 분께 말을 걸어주세요."
52,"TEXT_FESXMS503_03724_LARTONPHE_000_004","초코보 덕분이라고는 하지만 이렇게 좋아해주다니.
이건 앙코르에 응하지 않을 수가 없군요!"
53,"TEXT_FESXMS503_03724_NALIPPONCQUE_000_005","우와, 한 번 더 한다고!?
우와~ 너무 기대된다!"
54,"TEXT_FESXMS503_03724_CHOCOBO_000_006","꾸엑, 꾸~엑♪"
55,"TEXT_FESXMS503_03724_SYSTEM_000_007","아직 초코보도 의욕이 넘쳐 보인다……!"
56,"TEXT_FESXMS503_03724_LEWIN_000_008","다른 사람의 지휘를 따르는 건 오랜만이라 긴장했네.
어땠나, 신궁부대의 합창은?"
57,"TEXT_FESXMS503_03724_LUCIANE_000_009","사람을 노래의 힘으로 행복하게 만드는 것도 좋은 일이군요.
음유시인으로서의 길을 걷는 저 분의 마음을
조금 알 것 같아요."
58,"TEXT_FESXMS503_03724_MIAHMOLKOT_000_010","뭐냥, 그 표정은?
아무리 별빛축제 기간이라도 보초 중일 땐 노래 부르지 않는다냥!"
59,"TEXT_FESXMS503_03724_MIAHMOLKOT_000_011","……음, 노래를 부를 땐
'냥'이라고 발음하지 않는다냥……."
60,"TEXT_FESXMS503_03724_COMMITTEE03724A_000_020","아, 음악회의 지휘자분이시군요!
기다리고 있었습니다.
음악회장을 섭외하고 있으니 잠시만 기다려 주세요."
61,"TEXT_FESXMS503_03724_Q1_000_000","'거룩한 밤의 음악회(보통)'를 시작하시겠습니까?
성공하면 <Sheet(Item,28649,0)/>
2장을 획득할 수 있습니다."
62,"TEXT_FESXMS503_03724_A1_000_001","음악회에 참가한다"
63,"TEXT_FESXMS503_03724_A1_000_002","잠깐 기다려 달라고 한다"
64,"TEXT_FESXMS503_03724_A1_000_003","플레이 방법을 알려달라고 한다"
65,"TEXT_FESXMS503_03724_Q2_000_000","어느 곡을 지휘하시겠습니까?"
66,"TEXT_FESXMS503_03724_A2_000_001","Starlight, Starbright"
67,"TEXT_FESXMS503_03724_A2_000_002","Starlight de Chocobo"
68,"TEXT_FESXMS503_03724_COMMITTEE03724A_000_021","아, 그러시군요…….
준비가 끝나시면 다시 말을 걸어주세요."
69,"TEXT_FESXMS503_03724_SYSTEM_000_022","'거룩한 밤의 음악회'에서는 노트라 불리는 아이콘이
리듬에 맞춰서 화면 위에 표시됩니다.
노트에 맞춰 키를 눌러 음악회를 성공시키세요!"
70,"TEXT_FESXMS503_03724_SYSTEM_000_023","왼쪽 일반 노트: 마름모꼴이 겹쳐질 때 키를 누르세요.
가운데 연타 노트: 겹쳐지면 일정 시간 키를 연타하세요.
오른쪽 긴 노트: 겹쳐지면 일정 시간 키를 길게 누르세요."
71,"TEXT_FESXMS503_03724_SYSTEM_000_024","대응 키는 다음과 같습니다."
72,"TEXT_FESXMS503_03724_SYSTEM_000_025","<If(Equal(PlayerParameter(80),0))>마우스：화면에서 왼쪽 클릭, 오른쪽 클릭
키보드：수식 키를 제외한 알파벳 등 표준 키
플레이 중에는 빠른 대화를 할 수 없습니다<Else/><If(GreaterThan(PlayerParameter(75),0))>컨트롤러<Else/>게임패드</If>：<CommandIcon(18)/>를 제외한 각종 입력 전반　<CommandIcon(7)/> <CommandIcon(8)/> <CommandIcon(9)/> <CommandIcon(10)/> <CommandIcon(11)/>등</If>"
73,"TEXT_FESXMS503_03724_SYSTEM_000_026","［<If(Equal(PlayerParameter(78),3))>esc<Else/>Esc</If>］키, 또는 <CommandIcon(18)/> 버튼을 누르면
'거룩한 밤의 음악회'를 도중에 끝낼 수 있습니다."
74,"TEXT_FESXMS503_03724_SYSTEM_000_027","노트에 맞춰서 키를 누르지 못하면,
관객들의 만족도가 계속 감소합니다."
75,"TEXT_FESXMS503_03724_SYSTEM_000_028","관객들의 만족도가 0이 되어도 연주는 계속할 수 있으나
'거룩한 밤의 음악회'는 실패로 끝납니다."
76,"TEXT_FESXMS503_03724_SYSTEM_000_029","중단한 경우 또는 실패한 경우에는
다시 한번 '차분한 별빛축제 실행위원' 또는
'열혈 별빛축제 실행위원'에게 말을 걸어 도전할 수 있습니다."
77,"TEXT_FESXMS503_03724_COMMITTEE03724A_000_030","수고하셨습니다.
지휘하시는 모습, 굉장히 멋졌습니다.
관객분들도 몹시 좋아하셨답니다."
78,"TEXT_FESXMS503_03724_COMMITTEE03724A_000_031","하지만, 아직도 앙코르 요청이 끊이지 않네요.
실행위원장인 아므 가란지 씨에게
어떻게 할지 물어봐 주시겠어요~?"
79,"TEXT_FESXMS503_03724_COMMITTEE03724B_000_040","지휘자, 기다리고 있었어!
관객들을 무지하게 많이 불러왔어!
다들 엄청 기대하고 있으니 잘 좀 부탁해!"
80,"TEXT_FESXMS503_03724_Q3_000_000","'거룩한 밤의 음악회(어려움)'를 시작하시겠습니까?
성공하면 <Sheet(Item,28649,0)/>
3장을 획득할 수 있습니다."
81,"TEXT_FESXMS503_03724_A3_000_001","음악회에 참가한다"
82,"TEXT_FESXMS503_03724_A3_000_002","잠깐 기다려 달라고 한다"
83,"TEXT_FESXMS503_03724_A3_000_003","플레이 방법을 알려달라고 한다"
84,"TEXT_FESXMS503_03724_Q4_000_000","어느 곡을 지휘하시겠습니까?"
85,"TEXT_FESXMS503_03724_A4_000_001","Starlight, Starbright"
86,"TEXT_FESXMS503_03724_A4_000_002","Starlight de Chocobo"
87,"TEXT_FESXMS503_03724_COMMITTEE03724B_000_041","뭐야……
연주할 준비가 아직 안 된 모양이군…….
준비가 끝나면 다시 말을 걸어줘!"
88,"TEXT_FESXMS503_03724_SYSTEM_000_042","'거룩한 밤의 음악회'에서는 노트라 불리는 아이콘이
리듬에 맞춰서 화면 위에 표시됩니다.
노트에 맞춰 키를 눌러 음악회를 성공시키세요!"
89,"TEXT_FESXMS503_03724_SYSTEM_000_043","왼쪽 일반 노트: 마름모꼴이 겹쳐질 때 키를 누르세요.
가운데 연타 노트: 겹쳐지면 일정 시간 키를 연타하세요.
오른쪽 긴 노트: 겹쳐지면 일정 시간 키를 길게 누르세요."
90,"TEXT_FESXMS503_03724_SYSTEM_000_044","대응 키는 다음과 같습니다."
91,"TEXT_FESXMS503_03724_SYSTEM_000_045","<If(Equal(PlayerParameter(80),0))>마우스：화면에서 왼쪽 클릭, 오른쪽 클릭
키보드：수식 키를 제외한 알파벳 등 표준 키
플레이 중에는 빠른 대화를 할 수 없습니다<Else/><If(GreaterThan(PlayerParameter(75),0))>컨트롤러<Else/>게임패드</If>：<CommandIcon(18)/>를 제외한 각종 입력 전반　<CommandIcon(7)/> <CommandIcon(8)/> <CommandIcon(9)/> <CommandIcon(10)/> <CommandIcon(11)/>등</If>"
92,"TEXT_FESXMS503_03724_SYSTEM_000_046","［<If(Equal(PlayerParameter(78),3))>esc<Else/>Esc</If>］키, 또는 <CommandIcon(18)/> 버튼을 누르면
'거룩한 밤의 음악회'를 도중에 끝낼 수 있습니다."
93,"TEXT_FESXMS503_03724_SYSTEM_000_047","노트에 맞춰서 키를 누르지 못하면,
관객들의 만족도가 계속 감소합니다."
94,"TEXT_FESXMS503_03724_SYSTEM_000_048","관객들의 만족도가 0이 되어도 연주는 계속할 수 있으나
'거룩한 밤의 음악회'는 실패로 끝납니다."
95,"TEXT_FESXMS503_03724_SYSTEM_000_049","중단한 경우 또는 실패한 경우에는
다시 한번 '차분한 별빛축제 실행위원' 또는
'열혈 별빛축제 실행위원'에게 말을 걸어 도전할 수 있습니다."
96,"TEXT_FESXMS503_03724_COMMITTEE03724B_000_050","당신, 대단하군!
이렇게나 많은 관객 앞에서
전혀 긴장하지 않고 음악회를 성공시키다니!"
97,"TEXT_FESXMS503_03724_COMMITTEE03724B_000_051","이를 어쩌나, 아직도 앙코르 요청이 끊이지 않는걸.
실행위원장인 아므 가란지 씨에게
어떻게 할지 당장 물어봐 줘!"
98,"TEXT_FESXMS503_03724_LARTONPHE_000_052","노래는 정말 좋은 거네요.
세대 그리고 종족조차 뛰어넘어 서로 통하게 만드니까요.
다시 한 번 감사 인사를 드려요, 정말 고맙습니다!"
99,"TEXT_FESXMS503_03724_NALIPPONCQUE_000_053","초코보야, 아까 정말 대단했어!
다음엔 나랑 함께 노래 부르자!"
100,"TEXT_FESXMS503_03724_CHOCOBO_000_054","꾸엑, 꾸~엑♪"
101,"TEXT_FESXMS503_03724_SYSTEM_000_055","초코보도 별빛축제를 즐기고 있는 것 같다."
102,"TEXT_FESXMS503_03724_AMHGARANJY_000_060","고생하셨습니다!
모험가님 덕분에 앙코르도 대성공이에요!
정말 감사합니다!"
103,"TEXT_FESXMS503_03724_AMHGARANJY_000_061","그리고…… 엄청난 성황에
앙코르 요청이 끊이질 않고 있어요.
모험가님만 괜찮으시다면 또 협력해 주세요!"
