key,0,1
8,"TEXT_LUCKZK003_03594_SEQ_08",""
9,"TEXT_LUCKZK003_03594_SEQ_09",""
10,"TEXT_LUCKZK003_03594_SEQ_10",""
11,"TEXT_LUCKZK003_03594_SEQ_11",""
12,"TEXT_LUCKZK003_03594_SEQ_12",""
13,"TEXT_LUCKZK003_03594_SEQ_13",""
14,"TEXT_LUCKZK003_03594_SEQ_14",""
15,"TEXT_LUCKZK003_03594_SEQ_15",""
16,"TEXT_LUCKZK003_03594_SEQ_16",""
17,"TEXT_LUCKZK003_03594_SEQ_17",""
18,"TEXT_LUCKZK003_03594_SEQ_18",""
19,"TEXT_LUCKZK003_03594_SEQ_19",""
20,"TEXT_LUCKZK003_03594_SEQ_20",""
21,"TEXT_LUCKZK003_03594_SEQ_21",""
22,"TEXT_LUCKZK003_03594_SEQ_22",""
23,"TEXT_LUCKZK003_03594_SEQ_23",""
24,"TEXT_LUCKZK003_03594_TODO_00","민중 토론관 부근에서 온화한 아모로트 시민과 대화"
25,"TEXT_LUCKZK003_03594_TODO_01","창조물 관리국에서 이데아 각출 담당 직원과 대화"
26,"TEXT_LUCKZK003_03594_TODO_02","체력이 떨어진 <Sheet(BNpcName,8621,0)/>에게 <Sheet(EventItem,2002613,0)/><13>FF15022811FF0A4576656E744974656DF61E8EB50103FF04EBA5BCFF04EC9D84</13> 사용해서 포획"
27,"TEXT_LUCKZK003_03594_TODO_03","이데아 각출 담당 직원에게 <Sheet(EventItem,2002614,0)/> 전달"
28,"TEXT_LUCKZK003_03594_TODO_04",""
29,"TEXT_LUCKZK003_03594_TODO_05",""
30,"TEXT_LUCKZK003_03594_TODO_06",""
31,"TEXT_LUCKZK003_03594_TODO_07",""
32,"TEXT_LUCKZK003_03594_TODO_08",""
33,"TEXT_LUCKZK003_03594_TODO_09",""
34,"TEXT_LUCKZK003_03594_TODO_10",""
35,"TEXT_LUCKZK003_03594_TODO_11",""
36,"TEXT_LUCKZK003_03594_TODO_12",""
37,"TEXT_LUCKZK003_03594_TODO_13",""
38,"TEXT_LUCKZK003_03594_TODO_14",""
39,"TEXT_LUCKZK003_03594_TODO_15",""
40,"TEXT_LUCKZK003_03594_TODO_16",""
41,"TEXT_LUCKZK003_03594_TODO_17",""
42,"TEXT_LUCKZK003_03594_TODO_18",""
43,"TEXT_LUCKZK003_03594_TODO_19",""
44,"TEXT_LUCKZK003_03594_TODO_20",""
45,"TEXT_LUCKZK003_03594_TODO_21",""
46,"TEXT_LUCKZK003_03594_TODO_22",""
47,"TEXT_LUCKZK003_03594_TODO_23",""
48,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEF03594_000_000","<UIForeground>F20223</UIForeground>잠깐만, 거기 너.
지금 입고 있는 거, 네 창조 마법으로 만든 거지?
뭐랄까, 참 독창적이네…….<UIForeground>01</UIForeground>"
49,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEF03594_000_001","<UIForeground>F20223</UIForeground>아직 어리니까 젊은 혈기로 그런 옷을 입을 수야 있겠지만
별로 바람직하지는 않은걸.<UIForeground>01</UIForeground>"
50,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEF03594_000_002","<UIForeground>F20223</UIForeground>명심하렴. 우등한 아모로트 시민으로서
창조 마법으로 만든 것을 독점하고 과시하는 것은
무척이나 부끄러운 일이야.<UIForeground>01</UIForeground>"
51,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEF03594_000_003","<UIForeground>F20223</UIForeground>조화로 성립되는 이 세계에서는
훌륭한 창조물은 모두가 공유해야 하고,
사유나 독점과 같은 추한 행위는 쓸데없는 재앙의 불씨가 되지.<UIForeground>01</UIForeground>"
52,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEF03594_000_004","<UIForeground>F20223</UIForeground>그러니까 너도 그런 독특한 옷은 버리고
어른들처럼 이 로브를 착용하도록 해.
물론 너의 명예를 위해 해주는 말이야.<UIForeground>01</UIForeground>"
53,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEF03594_000_005","<UIForeground>F20223</UIForeground>참, 민중 토론관 앞에 있는 '온화한 아모로트 시민'한테
작은 로브가 있다고 했던 것 같은데.
거기 가서 받아오면 되겠네.<UIForeground>01</UIForeground>"
54,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEF03594_000_006","<UIForeground>F20223</UIForeground>부디 너도 작은 아모로트 시민으로서 부끄럽지 않은
차림을 해줬으면 좋겠구나.<UIForeground>01</UIForeground>"
55,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEF03594_000_008","<UIForeground>F20223</UIForeground>너도 우리와 같은 로브를 입기 위해 노력해야 해.
'온화한 아모로트 시민'한테는
다녀왔어?<UIForeground>01</UIForeground>"
56,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_010","<UIForeground>F20223</UIForeground>어머, 귀여운 손님이네.
나한테 할 말 있니?<UIForeground>01</UIForeground>"
57,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_011","<UIForeground>F20223</UIForeground>아아, 로브를 받으러 왔구나.
미안해서 어쩌나. 지금은 없어.<UIForeground>01</UIForeground>"
58,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_012","<UIForeground>F20223</UIForeground>실은 내 로브를 만드는 데 실패해서
작은 사이즈의 로브가 완성됐던 것뿐이야.
그래서 다 처분해버렸거든.<UIForeground>01</UIForeground>"
59,"TEXT_LUCKZK003_03594_Q1_000_000","뭐라고 말씀하시겠습니까?"
60,"TEXT_LUCKZK003_03594_A1_000_001","창조 마법이 실패하는 경우도?"
61,"TEXT_LUCKZK003_03594_A1_000_002","…………"
62,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_013","<UIForeground>F20223</UIForeground>후후, 어른인 내가
창조 마법에 실패하는 일이 이상한 모양이군?<UIForeground>01</UIForeground>"
63,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_014","<UIForeground>F20223</UIForeground>로브를 만드려고 했을 때
눈앞에 어린아이가 지나가는 바람에…….
잡념이 섞이고 말았지.<UIForeground>01</UIForeground>"
64,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_015","<UIForeground>F20223</UIForeground>얼마 전에도 하얀 털의 사자를 만드려고 하는데
독수리가 날아오는 바람에 깜짝 놀라는 바람에……
어떤 생명체가 탄생됐는줄 알겠나?<UIForeground>01</UIForeground>"
65,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_016","<UIForeground>F20223</UIForeground>하지만 이런 우연 덕분에 생각지도 못한
새로운 창조물이 탄생되는 경우도 있단다.<UIForeground>01</UIForeground>"
66,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_017","<UIForeground>F20223</UIForeground>우리에게 창조력의 한계는 세계의 한계야.
정체의 끝에는
서서히 멸망되는…… 일이 기다리고 있지.<UIForeground>01</UIForeground>"
67,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_018","<UIForeground>F20223</UIForeground>조금 어려운 이야기였나?<UIForeground>01</UIForeground>"
68,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_019","<UIForeground>F20223</UIForeground>아무튼 직접 자신의 손으로
실패를 두려워하지 말고 창조 마법을 다루어보렴.<UIForeground>01</UIForeground>"
69,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_020","<UIForeground>F20223</UIForeground>참, '이데아 각출 담당 직원'에게
로브 이데아 각출을 부탁해봐.
'창조물 관리국'에 한번 가봐.<UIForeground>01</UIForeground>"
70,"TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_025","<UIForeground>F20223</UIForeground>'이데아 각출 담당 직원'에게
로브 이데아 각출을 부탁해봐.
'창조물 관리국'에 한번 가보는 게 어떨까?<UIForeground>01</UIForeground>"
71,"TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_030","<UIForeground>F20223</UIForeground>이곳은 창조물 관리국 이데아 각출 창구입니다.
원하시는 창조물의 이데아를 꺼낼 수 있습니다.
오늘은 어떤 창조물을 원하시는지요?<UIForeground>01</UIForeground>"
72,"TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_031","<UIForeground>F20223</UIForeground>음, 평상시에 착용하는 로브 말씀이군요.
알겠습니다. 지금 준비해드리겠습니다.
아, 잠시만요……<UIForeground>01</UIForeground>"
73,"TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_032","<UIForeground>F20223</UIForeground>당신은 마력이 매우 적어서
이데아를 이해해도 로브를 창조할 수는 없을 것 같습니다.
선천적인 결함이라도 있나 보군요. 딱하기도 하지…….<UIForeground>01</UIForeground>"
74,"TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_033","<UIForeground>F20223</UIForeground>하지만 걱정하실 것 없습니다.
그런 당신도 특별한 방법으로 로브를 창조할 수 있도록
도와드릴 테니까요.<UIForeground>01</UIForeground>"
75,"TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_034","<UIForeground>F20223</UIForeground>다만 재료가 필요합니다.
이 '<Sheet(EventItem,2002613,0)/>'<13>FF15022811FF0A4576656E744974656DF61E8EB50103FF04EBA5BCFF04EC9D84</13> 빌려드릴 테니
에테르의 원천이 될 생물을 잡아와 주십시오.<UIForeground>01</UIForeground>"
76,"TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_035","<UIForeground>F20223</UIForeground>'<Sheet(EventItem,2002613,0)/>'<13>FF15022811FF0A4576656E744974656DF61E8EB50103FF04EB8A94FF04EC9D80</13> 사용자의 역량 이상으로 능력을 발휘하진 못합니다.
당신 같은 어린아이는 '<Sheet(BNpcName,8621,0)/>'<13>FF1302280FFF09424E70634E616D65F221AD0103FF04EBA5BCFF04EC9D84</13> 잡을 때도
미리 체력을 떨어뜨려야 할 것 같군요…… 건투를 빕니다.<UIForeground>01</UIForeground>"
77,"TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_038","<UIForeground>F20223</UIForeground>'<Sheet(BNpcName,8621,0)/>'<13>FF1302280FFF09424E70634E616D65F221AD0103FF04EB8A94FF04EC9D80</13> 잡으셨습니까?
'<Sheet(EventItem,2002613,0)/>'<13>FF15022811FF0A4576656E744974656DF61E8EB50103FF04EBA5BCFF04EC9D84</13> 사용하려면
상대의 체력을 확실하게 떨어뜨린 다음에 하셔야 할 겁니다.<UIForeground>01</UIForeground>"
78,"TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_045","<UIForeground>F20223</UIForeground>어서 오십시오.
에테르의 원천이 될 생물은 잡으셨습니까?<UIForeground>01</UIForeground>"
79,"TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_046","<UIForeground>F20223</UIForeground>네, 잘 받았습니다.
그 연약한 몸과 마력으로 애쓰셨군요.<UIForeground>01</UIForeground>"
80,"TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_047","<UIForeground>F20223</UIForeground>그럼 제가 이 생명을 에테르 결정으로 바꿔 드리지요.
……………………자, 여기 있습니다.<UIForeground>01</UIForeground>"
81,"TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_048","<UIForeground>F20223</UIForeground>이 결정으로 마력을 보충하면 로브를 만들 수 있을 겁니다.
로브의 이데아도 그 결정에 새겨뒀으니까요.
어때요, 이제 할 수 있겠죠?<UIForeground>01</UIForeground>"
82,"TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_049","<UIForeground>F20223</UIForeground>설마 방법을 모른단 말씀을 하시진 않겠죠?
갓난아기도 무의식적으로 창조 마법을 쓸 수 있는걸요.
아무리 마력이 적어도…… 안 그래요?<UIForeground>01</UIForeground>"
