key,0,1
8,"TEXT_FESEVN101_02206_SEQ_08","이로하의 '거울'이 완성에 가까워지고, 그녀의 기억도 거의 다 회복되었다. 지금이라면 극의를 터득할 수 있을 것 같다고 한다. 고지 라노시아 '청동호수'에서 발생하는 돌발 임무 '거울의 극의'를 달성하여, 이로하가 기술을 완성할 수 있게 도와주자."
9,"TEXT_FESEVN101_02206_SEQ_09","이로하는 드디어 '아마츠류: 거울'의 극의를 터득했다. 방파벽 회관에 있는 '이로하'와 대화하자."
10,"TEXT_FESEVN101_02206_SEQ_10","이로하는 이세계 '바나딜'에서 온 여행자였다. 지금까지 떠올린 영웅의 발자취는, 다름 아닌 그녀의 스승이 겪은 일이었던 모양이다. 림사 로민사 '물에 빠진 돌고래 주점'에서 '레무무'에게 보고하고 이로하의 다음 이야기를 듣자."
11,"TEXT_FESEVN101_02206_SEQ_11","이로하는 자신이 되찾은 기억을 모두 말해주었다. 그녀가 태어난 고향 바나딜은 멸망을 앞두었다고 한다. 이로하는 역사를 바꾸어 멸망을 피하기 위해, 시간을 뛰어넘어 젊은 시절의 스승과 함께 과거 세계를 여행하고 있었다. 하지만 도중에 알 수 없는 이유로 이 에오르제아에 떨어진 것이라고 한다. 그녀는 스승의 영웅담을 존경과 사랑을 담아 풀어놓았다. 모험가와 헤어지기 전, 그녀는 에오르제아에서 터득한 '아마츠류: 거울'의 극의를 품고 그리운 바나딜로 돌아가리라 맹세했다."
12,"TEXT_FESEVN101_02206_SEQ_12",""
13,"TEXT_FESEVN101_02206_SEQ_13",""
14,"TEXT_FESEVN101_02206_SEQ_14",""
15,"TEXT_FESEVN101_02206_SEQ_15",""
16,"TEXT_FESEVN101_02206_SEQ_16",""
17,"TEXT_FESEVN101_02206_SEQ_17",""
18,"TEXT_FESEVN101_02206_SEQ_18",""
19,"TEXT_FESEVN101_02206_SEQ_19",""
20,"TEXT_FESEVN101_02206_SEQ_20",""
21,"TEXT_FESEVN101_02206_SEQ_21",""
22,"TEXT_FESEVN101_02206_SEQ_22",""
23,"TEXT_FESEVN101_02206_SEQ_23",""
24,"TEXT_FESEVN101_02206_TODO_00","코스타 델 솔에서 레무무와 대화"
25,"TEXT_FESEVN101_02206_TODO_01","흰갈매기 탑 북동쪽에서 돌발 임무에 참가하여 <Sheet(EventItem,2001928,0)/> 입수"
26,"TEXT_FESEVN101_02206_TODO_02","림사 로민사에서 이로하에게 <Sheet(EventItem,2001928,0)/> 전달"
27,"TEXT_FESEVN101_02206_TODO_03","하우케타 별궁 부근에서 돌발 임무에 참가하여 <Sheet(EventItem,2001929,0)/> 입수"
28,"TEXT_FESEVN101_02206_TODO_04","그리다니아에서 이로하에게 <Sheet(EventItem,2001929,0)/> 전달"
29,"TEXT_FESEVN101_02206_TODO_05","비레고의 강타 동쪽에서 돌발 임무에 참가하여 <Sheet(EventItem,2001930,0)/> 입수"
30,"TEXT_FESEVN101_02206_TODO_06","울다하에서 이로하에게 <Sheet(EventItem,2001930,0)/> 전달"
31,"TEXT_FESEVN101_02206_TODO_07","청동호수의 <Sheet(EObj,2006700,0)/>에서 대기 후 돌발 임무 달성"
32,"TEXT_FESEVN101_02206_TODO_08","림사 로민사에서 이로하와 대화"
33,"TEXT_FESEVN101_02206_TODO_09","물에 빠진 돌고래 주점에서 레무무에게 보고"
34,"TEXT_FESEVN101_02206_TODO_10",""
35,"TEXT_FESEVN101_02206_TODO_11",""
36,"TEXT_FESEVN101_02206_TODO_12",""
37,"TEXT_FESEVN101_02206_TODO_13",""
38,"TEXT_FESEVN101_02206_TODO_14",""
39,"TEXT_FESEVN101_02206_TODO_15",""
40,"TEXT_FESEVN101_02206_TODO_16",""
41,"TEXT_FESEVN101_02206_TODO_17",""
42,"TEXT_FESEVN101_02206_TODO_18",""
43,"TEXT_FESEVN101_02206_TODO_19",""
44,"TEXT_FESEVN101_02206_TODO_20",""
45,"TEXT_FESEVN101_02206_TODO_21",""
46,"TEXT_FESEVN101_02206_TODO_22",""
47,"TEXT_FESEVN101_02206_TODO_23",""
48,"TEXT_FESEVN101_02206_REMUMU_000_000","저는 정보지 '하버 헤럴드'의 기자 레무무라고 해요.
모험가님, 난데없이 이런 부탁을 드려서 죄송하지만……
제 취재에 같이 와주실 수 있을까요?"
49,"TEXT_FESEVN101_02206_REMUMU_000_001","요즘 소문이 돌고 있는 한 모험가를 취재하고 싶은데요,
그분은 하필 꼭 위험한 장소에만 나타나신다고 해서요…….
그래서 강한 분이 같이 있어주시면 든든할 것 같아요!"
50,"TEXT_FESEVN101_02206_REMUMU_000_002","그 여행자는 '동쪽 나라'에서 온 젊은 여성이라는데……
소문으로는 말투나 행동이 평범하지 않다고 하더라고요.
어쩐지 특종 냄새가 나지 않나요……?"
51,"TEXT_FESEVN101_02206_REMUMU_000_003","최신 정보에 따르면, 그 여성은
동부 라노시아 '코스타 델 솔' 부근에서 목격됐다고 해요.
꼭 오셔서 저랑 다시 만나요!"
52,"TEXT_FESEVN101_02206_REMUMU_000_010","최신 정보에 따르면, 그 여성은
동부 라노시아 '코스타 델 솔' 부근에서 목격됐다고 해요.
꼭 오셔서 저랑 다시 만나요!"
53,"TEXT_FESEVN101_02206_REMUMU_000_020","아, 모험가님!
감사합니다. 취재를 도와주러 오셨군요!
소문의 여성은 이 근처에서 목격된 모양인데……."
54,"TEXT_FESEVN101_02206_REMUMU_100_020","어라…… 혹시 저 사람 아니에요!?"
55,"TEXT_FESEVN101_02206_IROHA_000_021","실례지만 말씀 좀 여쭙겠습니다…….
여기가 '바나딜'의 어디쯤인지 알 수 있을까요?"
56,"TEXT_FESEVN101_02206_REMUMU_000_022","'바나딜'이요……? 처음 듣는 지명이네요.
여기는 에오르제아 서부, 라노시아 지방이에요.
'동쪽 나라'에서 왔다는 여행자가…… 당신이시죠?"
57,"TEXT_FESEVN101_02206_IROHA_000_023","예. 제가 동쪽 나라에서 온 건 맞습니다만,
'에오르제아'라는 이름은 들어본 적이 없습니다.
뭐랄까…… 기억이 뒤섞여서 뚜렷하지 않은 느낌이네요."
58,"TEXT_FESEVN101_02206_REMUMU_000_024","네? 그럼 기억상실이란 건가요?
큰일이네요…… 뭐라도 기억나는 거 없으세요!?"
59,"TEXT_FESEVN101_02206_IROHA_000_025","제 이름은 이로하.
아직 미숙하오나, 무예를 닦고자 수행 중입니다.
태어난 해는 천정력으로…… 아마……."
60,"TEXT_FESEVN101_02206_IROHA_000_026","……아아, 기억나지 않는군요.
벌레 먹은 두루마리처럼 기억을 찾을 수 없습니다.
뭔가, 아주 중요한 사명이 있었던 것 같긴 합니다만……."
61,"TEXT_FESEVN101_02206_IROHA_000_027","확실히 기억나는 건…… 제가 '아마츠류: 거울'이라는 기술의
극의를 터득하기 위해 수련하고 있었다는 사실입니다.
기술을 연마하면 길이 열릴까 싶어, 정신없이 단련에 몰두했죠."
62,"TEXT_FESEVN101_02206_REMUMU_000_028","저런…… 딱한 처지시네요.
그럼 그 기술의 극의를 터득하면 기억이 돌아올까요?"
63,"TEXT_FESEVN101_02206_IROHA_000_029","예, 그것이 바로 제가 짊어진 큰 시련인 모양입니다.
이를 극복해야 비로소 온전한 자신을 찾을 수 있을 것 같군요."
64,"TEXT_FESEVN101_02206_REMUMU_000_030","모험가님, 들으셨죠?
저를 도우러 와주신 건 감사하지만, 취재는 그만해야겠어요!
그 대신 이로하 님의 수행을 도와주셨으면 합니다!"
65,"TEXT_FESEVN101_02206_REMUMU_000_031","이로하 님한테는 에오르제아 지도를 드릴게요.
이것만 있으면, 모험가님과 어디서 만나기로 약속해도
길을 잃지 않을 거예요!"
66,"TEXT_FESEVN101_02206_IROHA_000_032","힘을 보태주신다면…… 감사히 받겠습니다.
사실 낯선 땅에서 혼자 다니기에는
조금 두렵고 불안한 마음이 들었거든요."
67,"TEXT_FESEVN101_02206_IROHA_000_033","제게는 생소한 지도지만…… 보는 데 문제는 없을 것 같습니다.
그럼…… 우선 여기서 남쪽에 있는 해변으로 가봐야겠군요.
수행의 정석은 얕은 물가의 마물이라고 배웠던 것 같습니다……."
68,"TEXT_FESEVN101_02206_REMUMU_000_034","그곳에 가면 기억을 찾을 실마리가 있을지도 모르겠네요!
모험가님, 이로하 님의 수행을 도와주세요.
뭔가 단서가 될 만한 게 있으면 가져다주시고요!"
69,"TEXT_FESEVN101_02206_REMUMU_000_035","수행이 끝나면 가까운 도시에서 만나는 게 좋겠네요.
림사 로민사의 '방파벽 회관'은 어때요?"
70,"TEXT_FESEVN101_02206_REMUMU_000_040","이로하 님은 동부 라노시아 '흰갈매기 탑' 근처에 계실 거예요.
그분의 수행을 도와드리고, 기억과 관련된 단서를 찾으면
약속 장소인 '방파벽 회관'에 가져와 주세요!"
71,"TEXT_FESEVN101_02206_IROHA_000_050","아까는 큰 도움을 주셔서 감사합니다.
당신 같은 고수와 함께 싸운 덕인지
제 기술도 더욱 예리해진 것 같군요."
72,"TEXT_FESEVN101_02206_IROHA_000_051","얕은 물가의 마물은 정말로 수행에 안성맞춤인 적이었습니다.
언제 누구에게 이런 지식을 배운 건지……."
73,"TEXT_FESEVN101_02206_IROHA_000_060","흠…… 수행 장소에서 이 조각을 주우셨단 말씀입니까?
손바닥에서 무언가…… 신비한 힘이 느껴지는군요.
마치…… 지난날의 광경이…… 머릿속에 흘러드는 듯한……."
74,"TEXT_FESEVN101_02206_IROHA_000_070","지금 막 기억의 일부인 듯한 장면이 떠올랐습니다!
땅끝의 성에서 부활한 어둠의 화신…….
여러 나라의 운명이 걸린, 거대한 전투……."
75,"TEXT_FESEVN101_02206_IROHA_000_071","……이 적을 쓰러뜨리는 것이 제 사명일까요?
강대한 어둠을 토벌하기 위해
'아마츠류: 거울'을 연마하는 수행을 떠난 걸까요……?"
76,"TEXT_FESEVN101_02206_IROHA_000_072","아니…… 확신이 들지 않습니다.
아직 기억이 뚜렷하지 않은 탓이겠지요.
더욱 정진하여 잃어버린 기억을 찾아야겠습니다!"
77,"TEXT_FESEVN101_02206_IROHA_000_073","다음 수행은…… 검은장막 숲 중부삼림에 있는
'하우케타 별궁'이라는 곳으로 가볼까 합니다.
거기서 강적의 기운이 느껴지는군요."
78,"TEXT_FESEVN101_02206_IROHA_000_074","적을 모두 쓰러뜨린 후에는
숲의 도시 '그리다니아'의 모험가 길드에서 만납시다."
79,"TEXT_FESEVN101_02206_REMUMU_000_080","……이로하 님의 기억이 조금 돌아왔다고요?
정말 다행이네요!"
80,"TEXT_FESEVN101_02206_REMUMU_000_081","흠, 이번엔 중부삼림 '하우케타 별궁' 쪽에서 수행한단 말이죠.
……또 뭔가 단서가 있으면
그리다니아의 약속 장소로 가져와 주세요!"
81,"TEXT_FESEVN101_02206_IROHA_000_100","번번이 도움을 받게 되어 송구합니다…….
당신 같은 위대한 무인의 전투를 볼 수 있어서
미숙한 저로서는 무엇보다 큰 배움을 얻었습니다!"
82,"TEXT_FESEVN101_02206_IROHA_000_110","……또 기묘한 돌이 떨어져 있었다는 말씀입니까?
지난번에 본 돌과 비슷하오나…… 빛깔이 약간 다르군요.
아아…… 무언가…… 목소리가 들려옵니다……!"
83,"TEXT_FESEVN101_02206_IROHA_000_120","……또 기억이 짤막하게 떠올랐습니다.
사명을 띤 소녀에게 이끌려 시작된, 위대한 여행의 기억이군요."
84,"TEXT_FESEVN101_02206_IROHA_000_121","아니, 여행은 한 번으로 끝난 게 아니었을 터.
무수한 강적과 싸우고, 수많은 벗과 인연을 맺었는데……
이것이 진정 저 같은 풋내기의 기억이란 말입니까?"
85,"TEXT_FESEVN101_02206_IROHA_000_122","어쨌든 당신이 도와주신 덕에
'거울'의 극의가 어렴풋이 손에 잡힐 듯합니다.
기술의 진수를 터득하고 나면, 기억도 또렷이 돌아오겠지요!"
86,"TEXT_FESEVN101_02206_IROHA_000_123","처음에는 낯선 땅에서 무턱대고 싸우고만 다녔는데……
당신 같은 인도자를 만난 건 필시 하늘의 도움입니다.
앞으로도 부디 저를 이끌어주십시오!"
87,"TEXT_FESEVN101_02206_IROHA_000_124","다음 목적지는 남부 다날란의 '사골리 사막'입니다.
무시무시한 강적을 만날 예감이 강하게 듭니다.
실력을 시험한 후에는 '울다하'의 모험가 길드에서 만납시다."
88,"TEXT_FESEVN101_02206_REMUMU_000_130","……이로하 님이 또 뭔가를 떠올렸나요?
모험가님이 수행을 도와주신 덕분인가 보네요.
고맙습니다!"
89,"TEXT_FESEVN101_02206_REMUMU_000_131","이번엔 남부 다날란의 '사골리 사막'에서 수행한다고요……?
혹시 또 기억의 단서를 찾으시면
꼭 울다하에 와서 이로하 님한테 전해주세요!"
90,"TEXT_FESEVN101_02206_IROHA_000_150","……이렇게 거듭 도와주셔서 뭐라 감사의 말씀을 드려야 할지.
가벼운 마음으로 실력을 시험하려던 것이……
제가 상대하기 벅찬, 무시무시한 강적을 만나고 말았습니다."
91,"TEXT_FESEVN101_02206_IROHA_000_160","정말 놀랍군요…… 세 번씩이나 조각을 찾으시다니!
아아…… 이것은 무슨 기억일까요?
결사적인 전장…… 오가는 함성, 날아다니는 주문……."
92,"TEXT_FESEVN101_02206_IROHA_000_170","……드디어 윤곽이 드러난 것 같군요.
이것은 제가 체험한 것이 아닌, 한 영웅의 모험담입니다.
강적을 토벌하고 친구를 사귀며 세상을 누빈…… 여행의 기억."
93,"TEXT_FESEVN101_02206_IROHA_000_171","방금 제 가슴속에 떠오른 것은
그분이 시간을 뛰어넘어 과거를 여행했을 때의 광경인 듯합니다.
알려지지 않은, 알려져서는 아니 되는, 역사의 진실이지요."
94,"TEXT_FESEVN101_02206_IROHA_000_172","그리고 하나 더 기억난 것이 있습니다.
……저는 당신과 다른 세계에 속한 사람입니다.
우리 세계는 '바나딜'이라는 이름이지요."
95,"TEXT_FESEVN101_02206_IROHA_000_173","당신의 크나큰 도움 덕분에 뿌옇던 눈앞이 맑게 트였습니다!
지금이라면 '거울'의 극의를 터득하여
온전한 기억을 찾을 수 있을 듯합니다."
96,"TEXT_FESEVN101_02206_IROHA_000_174","녹색으로 빛나는 호숫가에서, 마지막 강적의 기운이 느껴집니다.
지도에 적힌 이름은 '청동호수'……!
극의를 터득하고 나면 '림사 로민사'의 그곳에서 만납시다!"
97,"TEXT_FESEVN101_02206_REMUMU_000_180","……이로하 님이 벌써 극의를 터득할 것 같다고요!?
와, 정말 기쁜 소식이네요!"
98,"TEXT_FESEVN101_02206_REMUMU_000_181","'청동호수'가 고지 라노시아에 있었죠?
기술이 완성되면 지난번처럼 방파벽 회관에서 만나면 되겠네요."
99,"TEXT_FESEVN101_02206_REMUMU_000_190","……이로하 님과 함께 기술을 완성시켰다고요!?
와아, 축하드려요~!"
100,"TEXT_FESEVN101_02206_REMUMU_000_191","이로하 님은 여기가 아니라
'방파벽 회관'에서 기다리고 있을 거예요.
얼른 하층 갑판에 가보세요!"
101,"TEXT_FESEVN101_02206_IROHA_000_200","드디어 터득했습니다…… '아마츠류: 거울'의 극의를!
동시에 제 기억도 선명하게 되살아났고요……!
모두 당신께서 이끌어주신 덕분입니다!"
102,"TEXT_FESEVN101_02206_IROHA_000_201","제가 짊어졌던 사명은 생각보다 훨씬 무거웠습니다.
어떻게 그걸 잊어버릴 수가 있는지…….
배수의 진을 친 심정으로 여행을 떠났는데 말입니다."
103,"TEXT_FESEVN101_02206_IROHA_000_202","전에도 말씀드렸다시피
저는 이곳과 다른 세계인 '바나딜'에서 태어났습니다.
그리고 그때, 세계는 사상 초유의 위기를 맞았지요……."
104,"TEXT_FESEVN101_02206_IROHA_000_203","세계의 멸망이 피할 수 없는 운명으로 다가왔을 때……
저는 시간을 초월하여 '과거 세계'로 떠났습니다."
105,"TEXT_FESEVN101_02206_IROHA_000_204","저는 과거 세계에서 한 영웅에게 도움을 청했습니다.
그 영웅이 바로 제 '스승님'이시지요…….
그분이라면 운명조차 바꾸어 멸망을 벗어나게 해주실 겁니다."
106,"TEXT_FESEVN101_02206_IROHA_000_205","……눈치채셨습니까?
지금까지 제 머릿속에 떠오른 '한 영웅의 기억'은
모두 제 스승님이 거쳐온 위대한 여행의 발자취였던 것입니다."
107,"TEXT_FESEVN101_02206_IROHA_000_206","스승님에 관해 최근에 있었던 중요한 일을
아직 몇 가지 떠올리지 못한 것 같지만……
……언젠가 때가 오면 기억이 나겠지요."
108,"TEXT_FESEVN101_02206_IROHA_000_207","제 사명에 대한 이야기는 여기까지 하고
나머지는 레무무 님이 계신 자리에서 말씀드리겠습니다.
당신의 도움을 받는 데 그분도 일조하신 셈이니까요!"
109,"TEXT_FESEVN101_02206_IROHA_000_230","스승님에 관해 최근에 있었던 중요한 일을
아직 몇 가지 떠올리지 못한 것 같지만……
……언젠가 때가 오면 기억이 나겠지요."
110,"TEXT_FESEVN101_02206_REMUMU_000_240","이로하 님, 기억을 찾으셨다면서요!
모험가님이 잘 도와주셨네요!"
111,"TEXT_FESEVN101_02206_REMUMU_000_241","그럼…… 이제 들려주실래요?
이 에오르제아에 오기까지 겪은 일들을요."
112,"TEXT_FESEVN101_02206_REMUMU_000_900","멸망으로 치닫는 역사를 바꾸기 위해서
미래에서 과거로, 시간을 초월했다고요……?"
113,"TEXT_FESEVN101_02206_IROHA_000_901","예, 저는 '바나딜'이라 불리는 세계에서
유일한 생존자였습니다……."
114,"TEXT_FESEVN101_02206_IROHA_000_902","저는 젊었을 때의 '스승님'을 만나, 함께 싸우던 중이었습니다.
그런데 어느 날, 눈을 뜨자 이쪽 세계에 있었던 것입니다…….
아아, 당장에라도 스승님 곁으로 돌아가고 싶군요……."
115,"TEXT_FESEVN101_02206_REMUMU_000_903","후후…… 스승님을 굉장히 소중하게 여기시네요."
116,"TEXT_FESEVN101_02206_IROHA_000_904","물론입니다.
스승님은 희대의 영웅이자 제 인생의 목표니까요.
저는 그분의 전설을 자장가처럼 들으며 자랐습니다……."
117,"TEXT_FESEVN101_02206_IROHA_000_905","……전설의 첫 구절은 이렇게 시작합니다.
""모든 것은 '돌'로부터 비롯되었다""……."
118,"TEXT_FESEVN101_02206_IROHA_000_906","3개 대국이 분립한 땅에, 스승님은 모험가로서 발을 들였습니다.
이윽고 전설급 인물들과 어깨를 나란히 하고
싸움에 뛰어들 정도로 두각을 드러냈지요……."
119,"TEXT_FESEVN101_02206_IROHA_000_907","스승님은 끝까지 저항하셨습니다.
부활한 악몽 '어둠의 왕'에게, 또 신이 정한 운명에 대해.
모든 것은 바나딜을 광명으로 이끌기 위해서였습니다."
120,"TEXT_FESEVN101_02206_IROHA_000_908","동방에서, 서방에서, 그리고 시간의 끝에서……
수많은 인연을 맺고, 수많은 전설을 쌓아 올렸습니다.
무엇 하나 잊을 수 없는 소중한 추억들이지요……."
121,"TEXT_FESEVN101_02206_IROHA_000_909","제가 가장 먼저 이 기억들을 떠올린 것도
그 광경 하나하나가 가슴에 깊이 새겨졌기 때문인 듯합니다.
제가 조를 때마다, 당신은 흔쾌히 이야기를 들려주셨으니까요."
122,"TEXT_FESEVN101_02206_IROHA_000_910","…………실례를 용서하십시오.
저도 모르게 당신과 스승님을 혼동하는 언행을……."
123,"TEXT_FESEVN101_02206_REMUMU_000_911","후후, 분위기가 닮아서 그런 게 아닐까요?
이분은 모험가 경력으로 따지면 당신보다 훨씬 선배니까요."
124,"TEXT_FESEVN101_02206_IROHA_000_912","두 분께서는 제 이야기가 허황된 것처럼 들릴지 모르지만,
저 역시 이 세계가 꿈 같이 느껴집니다……."
125,"TEXT_FESEVN101_02206_IROHA_000_913","제가 다음에 눈을 떴을 때는
그리운 바나딜에 서 있으리라 믿습니다.
……부족한 저를 이끌어주셔서 진심으로 감사드립니다."
126,"TEXT_FESEVN101_02206_IROHA_000_914","…………아무래도 아직 돌아갈 수 없는 모양이군요.
수행을 더 하고 오라는 여신의 뜻일까요?"
127,"TEXT_FESEVN101_02206_IROHA_000_915","다시 만나길 바라겠습니다, 위대한 선배님.
이 '에오르제아' 어딘가에서…… 혹은 다른 세계에서요."
128,"TEXT_FESEVN101_02206_REMUMU_000_916","어딘가 먼 세계를 구하기 위해 시간을 달리는 소녀라…….
믿기 힘든 이야기지만, 저는 사실이라고 믿고 싶어요.
왜냐하면 그게 더 꿈이 있으니까요!"
